virtualX, virtualY, virtualZ, virtualHeading, virtualPitch, virtualRoll, physX, physY, physZ, physHeading, physPitch, physRoll, steeringRate, translationGain, deltaFrameTime, 
#Male, #RDW:SteerToMultipleTargets, #Tracker:WorldVizPPT, #OpenWorld, #HMD:NvisSX111, 
1.2010347365, 1.89291818795, -3.11777765647, -70.008842885, -4.96429920197, 1.2324988842, 1.20838872312, 1.89291818795, -3.11572391153, -70.9141769409, -4.96429920197, 1.2324988842, -13.5478121227, 1.0, 0.0331417428428, 
1.2010347365, 1.89291818795, -3.11777765647, -67.6572721477, -6.867415905, 1.26315927505, 1.20838872312, 1.89291818795, -3.11572391153, -69.0116043091, -6.867415905, 1.26315927505, -15.2409475172, 1.0, 0.0339572612735, 
1.19276451176, 1.8868846128, -3.10893189934, -67.1397313108, -6.867415905, 1.26315927505, 1.1999117361, 1.8868846128, -3.10707609519, -66.9903717041, -8.92553424835, 1.1943655014, -17.0770103745, 1.0, 0.0339003495351, 
1.17267285137, 1.86755801334, -3.09459715329, -62.4240883107, -10.9646520615, 1.10590970516, 1.18040226356, 1.86755801334, -3.09195854767, -64.8748779297, -10.9646520615, 1.10590970516, -13.7327867141, 1.0, 0.0331596071683, 
1.16263907721, 1.85987093711, -3.08633406759, -59.7267863973, -12.8272686005, 0.965064406395, 1.17033843454, 1.85987093711, -3.08373209312, -62.6329498291, -12.8272686005, 0.965064406395, -10.1419573842, 1.0, 0.034109307592, 
1.16263907721, 1.85987093711, -3.08633406759, -57.098861202, -14.3663549423, 0.680078327656, 1.17033843454, 1.85987093711, -3.08373209312, -60.3509597778, -14.3663549423, 0.680078327656, -7.78552185875, 1.0, 0.0323705569095, 
1.16034594803, 1.85498519108, -3.07979731129, -56.8468395236, -14.3663549423, 0.680078327656, 1.16767817225, 1.85498519108, -3.0773359514, -56.1059379578, -16.3307876587, -0.252721250057, -4.52094380023, 1.0, 0.0333027035726, 
1.15343672271, 1.84681506444, -3.0670515067, -50.6443961749, -16.9358863831, -0.839916527271, 1.16134235578, 1.84681506444, -3.06429561556, -54.2990760803, -16.9358863831, -0.839916527271, -2.39493974834, 1.0, 0.0332040125711, 
1.15422375377, 1.84448532729, -3.06356136959, -49.1023730395, -17.3855819702, -1.37473666668, 1.16199530822, 1.84448532729, -3.06077792768, -52.8365745544, -17.3855819702, -1.37473666668, -0.829741528431, 1.0, 0.0346369659313, 
1.15422375377, 1.84448532729, -3.06356136959, -47.9831639501, -17.6722736359, -1.7852281332, 1.16199530822, 1.84448532729, -3.06077792768, -51.7461051941, -17.6722736359, -1.7852281332, 0.116288421337, 1.0, 0.0319955843923, 
1.15450342814, 1.84507948951, -3.06136517701, -47.9868846661, -17.6722736359, -1.7852281332, 1.16213024681, 1.84507948951, -3.05856811521, -51.0983200073, -17.8377380371, -2.07703089714, 0.711701899478, 1.0, 0.0349653003045, 
1.14719813872, 1.84155579127, -3.06159501394, -47.458729986, -17.9568119049, -2.36679339409, 1.15484924669, 1.84155579127, -3.05920617149, -51.1930656433, -17.9568119049, -2.36679339409, 1.50586610331, 1.0, 0.0322046985968, 
1.14391539697, 1.8415426046, -3.06293906855, -48.2897653176, -17.9707107544, -2.43902277946, 1.15168254848, 1.8415426046, -3.06080457651, -51.975605011, -17.9707107544, -2.43902277946, 2.25191202517, 1.0, 0.0334668498067, 
1.14391539697, 1.8415426046, -3.06293906855, -49.692739735, -17.9739246368, -2.50041341782, 1.15168254848, 1.8415426046, -3.06080457651, -53.3032150269, -17.9739246368, -2.50041341782, 3.47982494504, 1.0, 0.033279637963, 
1.13964785814, 1.84266337356, -3.06759074366, -49.8085470494, -17.9739246368, -2.50041341782, 1.14771640959, 1.84266337356, -3.06571575879, -55.1105117798, -17.9825000763, -2.50824213028, 5.23509280833, 1.0, 0.0332677800509, 
1.12831651294, 1.84044626773, -3.0792248694, -54.0216512098, -17.9768066406, -2.46465849876, 1.1380081998, 1.84044626773, -3.07873508781, -57.3421592712, -17.9768066406, -2.46465849876, 7.58977826285, 1.0, 0.0330527436589, 
1.12299738054, 1.84167814977, -3.08735325138, -59.556362014, -17.9721641541, -2.27934074402, 1.13396502557, 1.84167814977, -3.08756778306, -62.6260070801, -17.9721641541, -2.27934074402, 10.167866295, 1.0, 0.0333556533178, 
1.12299738054, 1.84167814977, -3.08735325138, -62.7099328152, -17.9669055939, -2.13899683952, 1.13396502557, 1.84167814977, -3.08756778306, -65.4404220581, -17.9669055939, -2.13899683952, 12.4857539052, 1.0, 0.0336895480596, 
1.11716285155, 1.84316413201, -3.09735208288, -63.1305722214, -17.9669055939, -2.13899683952, 1.12861344496, 1.84316413201, -3.09783320779, -65.4404220581, -17.9669055939, -2.13899683952, 14.3077603959, 1.0, 0.0321426819455, 
1.10465853753, 1.84215630523, -3.11530374779, -69.0481036147, -17.8811855316, -1.85213649273, 1.11865009086, 1.84215630523, -3.11731016128, -70.8980636597, -17.8811855316, -1.85213649273, 15.3865731882, 1.0, 0.0345809319714, 
1.09936911144, 1.84171474698, -3.12385769067, -72.0794074572, -17.7578887939, -1.74559903145, 1.1140245816, 1.84171474698, -3.12624059414, -73.3972854614, -17.7578887939, -1.74559903145, 12.376348465, 1.0, 0.0321143026561, 
1.09936911144, 1.84171474698, -3.12385769067, -74.72658297, -17.6786365509, -1.67035627365, 1.1140245816, 1.84171474698, -3.12624059414, -75.6470031738, -17.6786365509, -1.67035627365, 8.74683297846, 1.0, 0.0329629376428, 
